individual,group
0.7293121787548964,0.10852170444213341
0.7483655757019589,0.11361453990854509
0.7096529276018042,0.07826932850308696
0.7186738937698893,0.07824674124184242
0.7373512417796981,0.07858359529609353
0.8403323081350832,0.09438385335632057
0.8407719457546277,0.09455334831198715
0.8411017207703585,0.09458659823783021
0.8710986672324832,0.09535224505885066
0.9323969918318676,0.11515339291028273
0.934835798142157,0.11543656493565875
0.9368011419677875,0.11575142860568896
0.9494151381444409,0.11547805079210824
0.9856652979976248,0.1156678365548569
0.9861582705120291,0.1157434510222702
1.1704174901442284,0.1329020924822968
1.1946491466750808,0.13338229747895577
1.1955124343935517,0.13342787613317048
1.2092628337647877,0.13178912886738006
1.2087405297680547,0.13223657811296818
1.2093401732105593,0.13236354947663026
1.2105638152319005,0.13243669712659775
1.2285638520137458,0.13162303922204063
1.2289767651208527,0.13164776211449464
1.2571858847597772,0.13232768375273748
1.2871898452952937,0.1342074154735287
1.293708013489649,0.13559298163256722
1.2940512189836437,0.13563191012416737
1.2986968614355234,0.13595762322077992
1.417837109261652,0.16394363771231896
1.4200676532007068,0.16431675628968367
1.4200098778790384,0.16430570563725497
1.4198076727920848,0.16637685516750786
1.4203284928029758,0.16647532838558574
1.4216407462365703,0.16658984432071547
1.4366122820292413,0.1677880368492064
1.4366122820292413,0.1677880368492064
1.4376917656091897,0.16827076815192282
1.436722703160576,0.16836260422296925
1.4370444287234503,0.16846194569296086
1.6200226621724387,0.265523227547637
1.6283226703482065,0.2644891313788579
1.6261737193147205,0.26351780034629224
1.6311884435623316,0.2627341248980921
2.1286454761583444,0.3729364595673235
2.141889435982634,0.3784642954929968
2.1399407543273155,0.3842121846987388
3.6408560629014355,0.8819192287336541
3.641658331406068,0.8825640892222623
3.641881015146107,0.8826530727914349
3.672564506956344,0.8790283075832944
3.685375709065589,0.8801426544624713
3.695939364923013,0.8820732729151244
3.6973365495460215,0.881980007879112
3.7000833038935808,0.8829672275965157
3.702215433952638,0.882957943160625
3.704451980773117,0.8838841866649885
3.7116504834692896,0.8834462125212561
3.713463248972624,0.8842990559924712
3.734756886174857,0.8766073452487522
3.734756886174857,0.8766073452487522
4.213117219257851,0.9895438733954457
4.211770831121595,0.9942297399380893
4.214940388961305,0.9942736781267769
4.2180353236216535,0.9945947200715578
4.218631381881041,0.9943413331234282
4.2204398039875475,0.9950428593891383
4.221844466153385,0.9943701094987333
4.221844466153385,0.9943701094987333
4.2220323491450475,0.9944506631247243
4.223540629440009,0.9952916760850817
4.223540629440009,0.9952916760850817
4.223607126811784,0.9955251589383153
4.242199392961096,0.9930625473642486
4.238918345155564,0.9938799222560887
4.238918345155564,0.9938799222560887
4.238918345155564,0.9938799222560887
4.239248339105574,0.9935231770236685
4.243302878072944,0.9948292062778842
4.243369893671307,0.9950370453179251
4.243970036932668,0.9947879474267616
4.244852582735462,0.9947968921614395
4.246689420088929,0.9945302511969821
4.3265882577128325,1.0260020959768772
4.33021826367455,1.0277358702710282
4.334886488016886,1.0288379556111875
4.3358518757932,1.0291775996511978
4.337025363909761,1.0297681869606552
4.348901317543289,1.0308862997368968
4.349866705319604,1.0312273257818205
4.349866705319604,1.0312273257818205
4.349930050032392,1.0311169299337284
4.349930050032392,1.0311169299337284
4.352657827621004,1.0321454886922203
4.352957917872131,1.0323515696824763
4.3547789941197745,1.0330095245823618
4.3547789941197745,1.0330095245823618
4.355023826333223,1.0331119175325731
4.3567538761688835,1.0337877469398122
4.554151520189886,1.0655796531712323
4.554151520189886,1.0655796531712323
4.555682620217121,1.06615907265858
4.555682620217121,1.06615907265858
4.555540644043923,1.066207501172078
4.555540644043923,1.066207501172078
4.557372587343057,1.0669514445271795
4.559593184942733,1.0669459647407682
4.559593184942733,1.0669459647407682
4.564210422722971,1.067169835957059
4.5648424296877685,1.0677449772533891
4.565830544230687,1.0680995180894093
4.577776340934349,1.0778458037656586
4.587055269063135,1.0842464055863728
4.587055269063135,1.0842464055863728
4.587055269063135,1.0842464055863728
4.587055269063135,1.0842464055863728
4.587431396184963,1.084511162818014
4.592011406776631,1.0847377621314216
4.594639882089537,1.0847048118296017
4.594639882089537,1.0847048118296017
4.595211169726088,1.0851781357721708
4.651139625682327,1.0703528983662618
4.651139625682327,1.0703528983662618
4.651139625682327,1.0703528983662618
4.650993764477237,1.0704016569231605
4.653100547186964,1.0712626472265754
4.654094815654826,1.071618681497854
4.654094815654826,1.071618681497854
4.654094815654826,1.071618681497854
4.654094815654826,1.071618681497854
4.654608798454635,1.0717950407552674
4.654608798454635,1.0717950407552674
4.654608798454635,1.0717950407552674
4.654608798454635,1.0717950407552674
4.6550744637737935,1.0719972530655633
4.6550744637737935,1.0719972530655633
4.655507933550803,1.072253532730555
4.655507933550803,1.072253532730555
4.656329462779029,1.0726343656258572
4.657135338790409,1.0720441853675502
4.657135338790409,1.0720441853675502
4.6576010041095675,1.072246272105713
4.670526151329627,1.0699386321606077
4.670526151329627,1.0699386321606077
4.670526151329627,1.0699386321606077
4.670526151329627,1.0699386321606077
4.670526151329627,1.0699386321606077
4.6715204197974876,1.0702939178596913
4.6715204197974876,1.0702939178596913
4.6715204197974876,1.0702939178596913
4.6715204197974876,1.0702939178596913
4.6715204197974876,1.0702939178596913
4.6715204197974876,1.0702939178596913
4.6715204197974876,1.0702939178596913
4.6715204197974876,1.0702939178596913
4.6715204197974876,1.0702939178596913
4.6715204197974876,1.0702939178596913
4.6715204197974876,1.0702939178596913
5.180202938233286,1.2698592507659074
5.180710932008575,1.2695612565795986
5.180710932008575,1.2695612565795986
5.180710932008575,1.2695612565795986
5.180710932008575,1.2695612565795986
5.180710932008575,1.2695612565795986
5.180710932008575,1.2695612565795986
5.180710932008575,1.2695612565795986
5.180710932008575,1.2695612565795986
5.180710932008575,1.2695612565795986
5.180710932008575,1.2695612565795986
5.180710932008575,1.2695612565795986
5.181104236809684,1.2697367868604015
5.181104236809684,1.2697367868604015
5.181104236809684,1.2697367868604015
5.181104236809684,1.2697367868604015
5.181104236809684,1.2697367868604015
5.1799510639261594,1.2724045654620038
5.1799510639261594,1.2724045654620038
5.1799510639261594,1.2724045654620038
5.1799510639261594,1.2724045654620038
5.1799510639261594,1.2724045654620038
5.1799510639261594,1.2724045654620038
5.181133245118111,1.2730021145364414
5.181133245118111,1.2730021145364414
5.181133245118111,1.2730021145364414
5.181133245118111,1.2730021145364414
5.181133245118111,1.2730021145364414
5.182968635253694,1.2741016367293467
5.182253845907846,1.2737325538047135
5.182253845907846,1.2737325538047135
5.182253845907846,1.2737325538047135
5.182253845907846,1.2737325538047135
5.182845271293244,1.2741905486344973
5.182845271293244,1.2741905486344973
5.182845271293244,1.2741905486344973
5.182938247864723,1.2742485842591278
5.182938247864723,1.2742485842591278
5.182938247864723,1.2742485842591278
5.1841936201138905,1.2743972912360748
5.1841936201138905,1.2743972912360748
5.1841936201138905,1.2743972912360748
5.191028076636065,1.27444778290304
5.187675468604465,1.2789408487609817
5.187675468604465,1.2789408487609817
5.188380114311191,1.2783347688351347
5.188380114311191,1.2783347688351347
5.188380114311191,1.2783347688351347
5.188380114311191,1.2783347688351347
5.188380114311191,1.2783347688351347
5.180968667124569,1.2727545036093766
5.180968667124569,1.2727545036093766
5.180968667124569,1.2727545036093766
5.1828916685616955,1.2735537365803968
5.1828916685616955,1.2735537365803968
5.1828916685616955,1.2735537365803968
5.183791985867345,1.273988950904053
5.183791985867345,1.273988950904053
5.183791985867345,1.273988950904053
5.183791985867345,1.273988950904053
5.183791985867345,1.273988950904053
5.183791985867345,1.273988950904053
5.183791985867345,1.273988950904053
5.183791985867345,1.273988950904053
5.183791985867345,1.273988950904053
5.183791985867345,1.273988950904053
5.183791985867345,1.273988950904053
5.183791985867345,1.273988950904053
5.183791985867345,1.273988950904053
5.183791985867345,1.273988950904053
5.184067228704298,1.2741108871640674
5.184067228704298,1.2741108871640674
5.184067228704298,1.2741108871640674
5.184067228704298,1.2741108871640674
5.184067228704298,1.2741108871640674
5.185130844190061,1.2745190286409858
5.185130844190061,1.2745190286409858
5.184297510254563,1.2739392767229802
5.184297510254563,1.2739392767229802
5.184297510254563,1.2739392767229802
5.185004381745123,1.2733091596652586
5.185004381745123,1.2733091596652586
5.185004381745123,1.2733091596652586
5.185004381745123,1.2733091596652586
5.185004381745123,1.2733091596652586
5.185880146994436,1.2737976045892656
5.185880146994436,1.2737976045892656
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.186338771626912,1.2735377367299856
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
5.18703525994536,1.274123651633638
