calibrated_prediction,origin_prediction,actual
0.6738095238095237,0.7571428571428571,0.7
0.7857142857142857,0.7857142857142857,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7857142857142857,0.7857142857142857,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.6738095238095237,0.7571428571428571,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.6738095238095237,0.6428571428571429,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.8714285714285716,0.8714285714285716,0.7
0.8142857142857142,0.8142857142857142,0.7
0.6738095238095237,0.6428571428571429,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.8142857142857142,0.8142857142857142,0.9
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.6738095238095237,0.7571428571428571,0.7
0.5857142857142856,0.5857142857142856,0.5
0.6714285714285714,0.6714285714285714,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.7857142857142857,0.7857142857142857,0.7
0.6142857142857142,0.6142857142857142,0.5
0.7,0.7,0.7
0.6476190476190475,0.8142857142857142,0.7
0.8142857142857142,0.8142857142857142,0.9
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.8714285714285716,0.8714285714285716,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7857142857142857,0.7857142857142857,0.7
0.4476190476190476,0.8142857142857142,0.5
0.6476190476190475,0.8142857142857142,0.7
0.7285714285714285,0.7285714285714285,0.7
0.6738095238095237,0.6142857142857142,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.6714285714285714,0.6714285714285714,0.7
0.6738095238095237,0.7571428571428571,0.7
0.8738095238095238,0.7285714285714285,0.9
0.8714285714285716,0.8714285714285716,0.7
0.7285714285714285,0.7285714285714285,0.7
0.4738095238095238,0.6714285714285714,0.5
0.8428571428571429,0.8428571428571429,0.9
0.7285714285714285,0.7285714285714285,0.7
0.7285714285714285,0.7285714285714285,0.5
0.7,0.7,0.7
0.6738095238095237,0.7571428571428571,0.7
0.8428571428571429,0.8428571428571429,0.9
0.6738095238095237,0.7571428571428571,0.7
0.7,0.7,0.7
0.7857142857142857,0.7857142857142857,0.7
0.7,0.7,0.7
0.8428571428571429,0.8428571428571429,0.7
0.4738095238095238,0.6428571428571429,0.5
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.7857142857142857,0.7857142857142857,0.7
0.6714285714285714,0.6714285714285714,0.7
0.8714285714285716,0.8714285714285716,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7857142857142857,0.7857142857142857,0.7
0.7285714285714285,0.7285714285714285,0.7
0.4738095238095238,0.6428571428571429,0.5
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.4738095238095238,0.7,0.5
0.7,0.7,0.7
0.8142857142857142,0.8142857142857142,0.9
0.7,0.7,0.7
0.7857142857142857,0.7857142857142857,0.7
0.8714285714285716,0.8714285714285716,0.7
0.7,0.7,0.7
0.7857142857142857,0.7857142857142857,0.7
0.8714285714285716,0.8714285714285716,0.7
0.7857142857142857,0.7857142857142857,0.7
0.7857142857142857,0.7857142857142857,0.7
0.8142857142857142,0.8142857142857142,0.9
0.8142857142857142,0.8142857142857142,0.9
0.7285714285714285,0.7285714285714285,0.7
0.7285714285714285,0.7285714285714285,0.7
0.8428571428571429,0.8428571428571429,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.6714285714285714,0.6714285714285714,0.7
0.4738095238095238,0.6428571428571429,0.5
0.7,0.7,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7285714285714285,0.7285714285714285,0.7
0.8142857142857142,0.8142857142857142,0.9
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.7857142857142857,0.7857142857142857,0.7
0.7,0.7,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.4738095238095238,0.6142857142857142,0.5
0.7,0.7,0.7
0.8738095238095238,0.7,0.9
0.8428571428571429,0.8428571428571429,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7,0.7,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7,0.7,0.7
0.4738095238095238,0.7,0.5
0.8738095238095238,0.6142857142857142,0.9
0.6714285714285714,0.6714285714285714,0.7
0.7,0.7,0.7
0.4738095238095238,0.6428571428571429,0.5
0.7285714285714285,0.7285714285714285,0.7
0.6738095238095237,0.6142857142857142,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7857142857142857,0.7857142857142857,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.6476190476190475,0.8142857142857142,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7857142857142857,0.7857142857142857,0.7
0.7,0.7,0.7
0.6714285714285714,0.6714285714285714,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7,0.7,0.7
0.8738095238095238,0.7285714285714285,0.9
0.8738095238095238,0.7,0.9
0.4738095238095238,0.6428571428571429,0.5
0.4738095238095238,0.7285714285714285,0.5
0.8142857142857142,0.8142857142857142,0.9
0.7,0.7,0.7
0.7,0.7,0.7
0.6738095238095237,0.7571428571428571,0.7
0.6738095238095237,0.7571428571428571,0.7
0.6714285714285714,0.6714285714285714,0.7
0.4476190476190476,0.7857142857142857,0.5
0.7285714285714285,0.7285714285714285,0.7
0.6738095238095237,0.6142857142857142,0.7
0.6714285714285714,0.6714285714285714,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.8476190476190476,0.7857142857142857,0.9
0.7,0.7,0.7
0.8142857142857142,0.8142857142857142,0.9
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7857142857142857,0.7857142857142857,0.7
0.6476190476190475,0.8142857142857142,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.8476190476190476,0.7857142857142857,0.9
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.8738095238095238,0.7,0.9
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7857142857142857,0.7857142857142857,0.7
0.7857142857142857,0.7857142857142857,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.6738095238095237,0.7571428571428571,0.7
0.8142857142857142,0.8142857142857142,0.9
0.7,0.7,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.4738095238095238,0.7571428571428571,0.5
0.7,0.7,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7285714285714285,0.7285714285714285,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7,0.7,0.7
0.8738095238095238,0.7285714285714285,0.9
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7857142857142857,0.7857142857142857,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.4738095238095238,0.7285714285714285,0.5
0.6476190476190475,0.8142857142857142,0.7
0.8476190476190476,0.7857142857142857,0.9
0.7,0.7,0.7
0.6714285714285714,0.6714285714285714,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.6476190476190475,0.8142857142857142,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7000000000000001,0.7000000000000001,0.7
0.8476190476190476,0.7857142857142857,0.9
0.7857142857142857,0.7857142857142857,0.7
0.7857142857142857,0.7857142857142857,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.6738095238095237,0.6428571428571429,0.7
0.8142857142857142,0.8142857142857142,0.9
0.4738095238095238,0.7285714285714285,0.5
0.6714285714285714,0.6714285714285714,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.6738095238095237,0.6428571428571429,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.8142857142857142,0.8142857142857142,0.7
0.8738095238095238,0.7285714285714285,0.9
0.7285714285714285,0.7285714285714285,0.7
0.6142857142857142,0.6142857142857142,0.7
0.4738095238095238,0.6142857142857142,0.5
0.7,0.7,0.7
0.8738095238095238,0.7,0.9
0.8738095238095238,0.7571428571428571,0.9
0.6738095238095237,0.6142857142857142,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.4738095238095238,0.7,0.5
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7285714285714285,0.7285714285714285,0.7
0.8142857142857142,0.8142857142857142,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7857142857142857,0.7857142857142857,0.9
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7285714285714285,0.7285714285714285,0.7
0.6738095238095237,0.7571428571428571,0.7
0.8738095238095238,0.7571428571428571,0.9
0.4738095238095238,0.6428571428571429,0.5
0.6714285714285714,0.6714285714285714,0.7
0.4738095238095238,0.7285714285714285,0.5
0.7285714285714285,0.7285714285714285,0.7
0.8714285714285716,0.8714285714285716,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7285714285714285,0.7285714285714285,0.7
0.6476190476190475,0.8142857142857142,0.7
0.6738095238095237,0.7571428571428571,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7,0.7,0.7
0.8738095238095238,0.7571428571428571,0.9
0.6476190476190475,0.8142857142857142,0.7
0.7285714285714285,0.7285714285714285,0.7
0.8714285714285716,0.8714285714285716,0.9
0.4738095238095238,0.6714285714285714,0.5
0.7,0.7,0.7
0.6738095238095237,0.6428571428571429,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.8714285714285716,0.8714285714285716,0.9
0.7857142857142857,0.7857142857142857,0.7
0.7285714285714285,0.7285714285714285,0.7
0.6738095238095237,0.6142857142857142,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.4476190476190476,0.6142857142857142,0.5
0.7,0.7,0.7
0.8738095238095238,0.7,0.9
0.4476190476190476,0.7,0.5
0.6714285714285714,0.6714285714285714,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.6738095238095237,0.6142857142857142,0.7
0.6738095238095237,0.7571428571428571,0.7
0.8714285714285716,0.8714285714285716,0.9
0.4738095238095238,0.6714285714285714,0.5
0.7,0.7,0.7
0.6738095238095237,0.7571428571428571,0.7
0.4476190476190476,0.7857142857142857,0.5
0.4738095238095238,0.7,0.5
0.7,0.7,0.7
0.7,0.7,0.7
0.7857142857142857,0.7857142857142857,0.7
0.8476190476190476,0.7285714285714285,0.9
0.7,0.7,0.7
0.6714285714285714,0.6714285714285714,0.7
0.6714285714285714,0.6714285714285714,0.7
0.8476190476190476,0.7857142857142857,0.9
0.8738095238095238,0.7571428571428571,0.9
0.8142857142857142,0.8142857142857142,0.9
0.7857142857142857,0.7857142857142857,0.9
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.8738095238095238,0.7571428571428571,0.9
0.6714285714285714,0.6714285714285714,0.7
0.8738095238095238,0.7285714285714285,0.9
0.7857142857142857,0.7857142857142857,0.9
0.4738095238095238,0.6428571428571429,0.5
0.6738095238095237,0.7571428571428571,0.7
0.7,0.7,0.7
0.8738095238095238,0.7571428571428571,0.9
0.4738095238095238,0.5857142857142856,0.5
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.6738095238095237,0.6428571428571429,0.7
0.8476190476190476,0.7857142857142857,0.9
0.7,0.7,0.7
0.6738095238095237,0.6428571428571429,0.7
0.7857142857142857,0.7857142857142857,0.7
0.6714285714285714,0.6714285714285714,0.7
0.7,0.7,0.7
0.6476190476190475,0.8142857142857142,0.7
0.8142857142857142,0.8142857142857142,0.9
0.8738095238095238,0.7285714285714285,0.9
0.8738095238095238,0.7571428571428571,0.9
0.4738095238095238,0.7,0.5
0.8142857142857142,0.8142857142857142,0.9
0.8476190476190476,0.7857142857142857,0.9
0.7,0.7,0.7
0.6714285714285714,0.6714285714285714,0.7
0.8476190476190476,0.7857142857142857,0.9
0.7,0.7,0.7
0.7857142857142857,0.7857142857142857,0.9
0.8476190476190476,0.7857142857142857,0.9
0.7000000000000001,0.7000000000000001,0.7
0.7,0.7,0.7
0.8428571428571429,0.8428571428571429,0.9
0.6738095238095237,0.6428571428571429,0.7
0.6714285714285714,0.6714285714285714,0.7
0.6738095238095237,0.7571428571428571,0.7
0.6738095238095237,0.6428571428571429,0.7
0.7,0.7,0.7
0.6738095238095237,0.6428571428571429,0.7
0.6714285714285714,0.6714285714285714,0.7
0.8738095238095238,0.7571428571428571,0.9
0.8738095238095238,0.7285714285714285,0.9
0.7,0.7,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7,0.7,0.7
0.6714285714285714,0.6714285714285714,0.7
0.8738095238095238,0.7571428571428571,0.9
0.7,0.7,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.8738095238095238,0.7285714285714285,0.9
0.7,0.7,0.7
0.8476190476190476,0.7857142857142857,0.9
0.7285714285714285,0.7285714285714285,0.7
0.8476190476190476,0.7857142857142857,0.9
0.7,0.7,0.7
0.7,0.7,0.7
0.8738095238095238,0.7571428571428571,0.9
0.7,0.7,0.7
0.4738095238095238,0.5571428571428572,0.5
0.6738095238095237,0.6428571428571429,0.7
0.6714285714285714,0.6714285714285714,0.7
0.4738095238095238,0.5571428571428572,0.5
0.8738095238095238,0.7285714285714285,0.9
0.7,0.7,0.7
0.7571428571428571,0.7571428571428571,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.4738095238095238,0.7,0.5
0.6738095238095237,0.6428571428571429,0.7
0.6714285714285714,0.6714285714285714,0.7
0.6714285714285714,0.6714285714285714,0.7
0.4738095238095238,0.6142857142857142,0.5
0.8476190476190476,0.7857142857142857,0.9
0.6714285714285714,0.6714285714285714,0.7
0.7857142857142857,0.7857142857142857,0.7
0.4738095238095238,0.5571428571428572,0.5
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.6714285714285714,0.6714285714285714,0.7
0.7,0.7,0.7
0.7,0.7,0.7
0.6738095238095237,0.6428571428571429,0.7
0.6738095238095237,0.6428571428571429,0.7
0.8738095238095238,0.7571428571428571,0.9
0.7,0.7,0.7
0.4738095238095238,0.7,0.5
0.8142857142857142,0.8142857142857142,0.9
0.7,0.7,0.7
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.4738095238095238,0.5857142857142856,0.5
0.7,0.7,0.7
0.4738095238095238,0.6428571428571429,0.5
0.4738095238095238,0.6142857142857142,0.5
0.6714285714285714,0.6714285714285714,0.7
0.6714285714285714,0.6714285714285714,0.7
0.6738095238095237,0.6142857142857142,0.7
0.4738095238095238,0.5857142857142856,0.5
0.7,0.7,0.7
0.4738095238095238,0.6428571428571429,0.5
0.4738095238095238,0.6428571428571429,0.5
0.7,0.7,0.7
0.8738095238095238,0.7571428571428571,0.9
0.7285714285714285,0.7285714285714285,0.7
0.8476190476190476,0.7,0.9
0.4476190476190476,0.6142857142857142,0.5
0.6738095238095237,0.7571428571428571,0.7
0.7,0.7,0.7
0.4476190476190476,0.7571428571428571,0.5
0.6738095238095237,0.6428571428571429,0.7
0.6738095238095237,0.6428571428571429,0.7
0.8476190476190476,0.7857142857142857,0.9
0.4738095238095238,0.7285714285714285,0.5
0.7,0.7,0.7
0.7285714285714285,0.7285714285714285,0.7
0.6738095238095237,0.7571428571428571,0.7
0.4738095238095238,0.7285714285714285,0.5
0.8738095238095238,0.7,0.9
0.6714285714285714,0.6714285714285714,0.7
0.6714285714285714,0.6714285714285714,0.7
0.7285714285714285,0.7285714285714285,0.7
0.6714285714285714,0.6714285714285714,0.7
0.6714285714285714,0.6714285714285714,0.7
0.7000000000000001,0.7000000000000001,0.7
0.7285714285714285,0.7285714285714285,0.7
0.7,0.7,0.7
0.4738095238095238,0.6142857142857142,0.5
0.4476190476190476,0.7857142857142857,0.5
0.7,0.7,0.7
0.6714285714285714,0.6714285714285714,0.7
0.6738095238095237,0.6428571428571429,0.7
0.7,0.7,0.7
0.4738095238095238,0.6142857142857142,0.5
0.4738095238095238,0.6428571428571429,0.5
0.6738095238095237,0.7571428571428571,0.7
0.6738095238095237,0.6428571428571429,0.7
0.7,0.7,0.7
0.6714285714285714,0.6714285714285714,0.7
0.7,0.7,0.7
0.6738095238095237,0.6428571428571429,0.7
0.7285714285714285,0.7285714285714285,0.7
0.8738095238095238,0.7,0.9
0.4738095238095238,0.6714285714285714,0.5
0.7000000000000001,0.7000000000000001,0.7
0.8476190476190476,0.7857142857142857,0.9
0.7,0.7,0.7
0.6738095238095237,0.7571428571428571,0.7
0.7,0.7,0.7
0.4738095238095238,0.5857142857142856,0.5
0.6738095238095237,0.6428571428571429,0.7
0.7285714285714285,0.7285714285714285,0.7
0.4738095238095238,0.7,0.5
